"Year","Species","RCatch","Group","Habitat"
2020,"PEACOCK RAZORFISH",57186,"RAZORFISHES","Reef"
2004,"PEARL WRASSE",4802,"WRASSES","Reef"
2003,"PFLUGERS GOATFISH",19219,"GOATFISHES","Reef"
2004,"PFLUGERS GOATFISH",45237,"GOATFISHES","Reef"
2005,"PFLUGERS GOATFISH",580,"GOATFISHES","Reef"
2006,"PFLUGERS GOATFISH",1728,"GOATFISHES","Reef"
2007,"PFLUGERS GOATFISH",4583,"GOATFISHES","Reef"
2009,"PFLUGERS GOATFISH",1126,"GOATFISHES","Reef"
2010,"PFLUGERS GOATFISH",8261,"GOATFISHES","Reef"
2011,"PFLUGERS GOATFISH",2936,"GOATFISHES","Reef"
2012,"PFLUGERS GOATFISH",2213,"GOATFISHES","Reef"
2013,"PFLUGERS GOATFISH",1341,"GOATFISHES","Reef"
2014,"PFLUGERS GOATFISH",7716,"GOATFISHES","Reef"
2015,"PFLUGERS GOATFISH",3428,"GOATFISHES","Reef"
2016,"PFLUGERS GOATFISH",3521,"GOATFISHES","Reef"
2017,"PFLUGERS GOATFISH",4547,"GOATFISHES","Reef"
2018,"PFLUGERS GOATFISH",15211,"GOATFISHES","Reef"
2019,"PFLUGERS GOATFISH",9252,"GOATFISHES","Reef"
2020,"PFLUGERS GOATFISH",3354,"GOATFISHES","Reef"
2003,"PINK SNAPPER",44787,"SNAPPERS","Deep"
2004,"PINK SNAPPER",83909,"SNAPPERS","Deep"
2005,"PINK SNAPPER",24247,"SNAPPERS","Deep"
2006,"PINK SNAPPER",27653,"SNAPPERS","Deep"
2007,"PINK SNAPPER",16845,"SNAPPERS","Deep"
2008,"PINK SNAPPER",42544,"SNAPPERS","Deep"
2009,"PINK SNAPPER",34464,"SNAPPERS","Deep"
2010,"PINK SNAPPER",115003,"SNAPPERS","Deep"
2011,"PINK SNAPPER",25380,"SNAPPERS","Deep"
2012,"PINK SNAPPER",46702,"SNAPPERS","Deep"
2013,"PINK SNAPPER",45120,"SNAPPERS","Deep"
2014,"PINK SNAPPER",41332,"SNAPPERS","Deep"
2015,"PINK SNAPPER",22924,"SNAPPERS","Deep"
2016,"PINK SNAPPER",17082,"SNAPPERS","Deep"
2017,"PINK SNAPPER",9739,"SNAPPERS","Deep"
2018,"PINK SNAPPER",56140,"SNAPPERS","Deep"
2019,"PINK SNAPPER",62815,"SNAPPERS","Deep"
2020,"PINK SNAPPER",16486,"SNAPPERS","Deep"
2005,"PINKTAIL DURGON",0,"TRIGGERFISHES","Reef"
2009,"PINKTAIL DURGON",0,"TRIGGERFISHES","Reef"
2010,"PINKTAIL DURGON",182,"TRIGGERFISHES","Reef"
2013,"PINKTAIL DURGON",152,"TRIGGERFISHES","Reef"
2015,"PINKTAIL DURGON",360,"TRIGGERFISHES","Reef"
2016,"PINKTAIL DURGON",1213,"TRIGGERFISHES","Reef"
2017,"PINKTAIL DURGON",628,"TRIGGERFISHES","Reef"
2018,"PINKTAIL DURGON",2848,"TRIGGERFISHES","Reef"
2019,"PINKTAIL DURGON",2343,"TRIGGERFISHES","Reef"
2020,"PINKTAIL DURGON",1747,"TRIGGERFISHES","Reef"
2011,"POLYNESIAN HALFBEAK",10213,"HALFBEAKS","Reef"
2016,"POLYNESIAN HALFBEAK",4374,"HALFBEAKS","Reef"
2018,"POLYNESIAN HALFBEAK",1704,"HALFBEAKS","Reef"
2019,"POLYNESIAN HALFBEAK",30483,"HALFBEAKS","Reef"
2020,"POLYNESIAN HALFBEAK",48971,"HALFBEAKS","Reef"
2010,"POMFRET FAMILY",537,"POMFRETS","Pelagic"
2011,"POMFRET FAMILY",678,"POMFRETS","Pelagic"
2016,"POMFRET FAMILY",337,"POMFRETS","Pelagic"
2017,"POMFRETS",650,"POMFRETS","Pelagic"
2018,"POMFRETS",3737,"POMFRETS","Pelagic"
2020,"POMPANO DOLPHIN",525,"DOLPHINS","Reef"
2010,"PORCUPINEFISH",0,"PORCUPINEFISHES","Reef"
2014,"PORCUPINEFISH",613,"PORCUPINEFISHES","Reef"
2015,"PORCUPINEFISH",0,"PORCUPINEFISHES","Reef"
2019,"PORCUPINEFISH",0,"PORCUPINEFISHES","Reef"
2020,"PORCUPINEFISH",0,"PORCUPINEFISHES","Reef"
2006,"PORCUPINEFISH FAMILY",0,"PORCUPINEFISHES","Reef"
2010,"PORCUPINEFISH FAMILY",0,"PORCUPINEFISHES","Reef"
2011,"PORCUPINEFISH FAMILY",0,"PORCUPINEFISHES","Reef"
2012,"PORCUPINEFISH FAMILY",1050,"PORCUPINEFISHES","Reef"
2014,"PORCUPINEFISH FAMILY",0,"PORCUPINEFISHES","Reef"
2016,"PORCUPINEFISH FAMILY",0,"PORCUPINEFISHES","Reef"
2020,"PORCUPINEFISH FAMILY",0,"PORCUPINEFISHES","Reef"
2003,"PSYCHEDELIC WRASSE",8828,"WRASSES","Reef"
2004,"PSYCHEDELIC WRASSE",9604,"WRASSES","Reef"
2005,"PSYCHEDELIC WRASSE",3818,"WRASSES","Reef"
2006,"PSYCHEDELIC WRASSE",0,"WRASSES","Reef"
2007,"PSYCHEDELIC WRASSE",0,"WRASSES","Reef"
2008,"PSYCHEDELIC WRASSE",2239,"WRASSES","Reef"
2009,"PSYCHEDELIC WRASSE",0,"WRASSES","Reef"
2014,"PSYCHEDELIC WRASSE",573,"WRASSES","Reef"
2017,"PSYCHEDELIC WRASSE",585,"WRASSES","Reef"
2003,"PUFFER FAMILY",0,"PUFFERS","Reef"
2004,"PUFFER FAMILY",0,"PUFFERS","Reef"
2005,"PUFFER FAMILY",0,"PUFFERS","Reef"
2006,"PUFFER FAMILY",0,"PUFFERS","Reef"
2007,"PUFFER FAMILY",0,"PUFFERS","Reef"
2008,"PUFFER FAMILY",0,"PUFFERS","Reef"
2009,"PUFFER FAMILY",0,"PUFFERS","Reef"
2010,"PUFFER FAMILY",0,"PUFFERS","Reef"
2012,"PUFFER FAMILY",0,"PUFFERS","Reef"
2013,"PUFFER FAMILY",0,"PUFFERS","Reef"
2014,"PUFFER FAMILY",0,"PUFFERS","Reef"
2015,"PUFFER FAMILY",0,"PUFFERS","Reef"
2016,"PUFFER FAMILY",0,"PUFFERS","Reef"
2017,"PUFFERS",0,"PUFFERS","Reef"
2018,"PUFFERS",0,"PUFFERS","Reef"
2019,"PUFFERS",0,"PUFFERS","Reef"
2020,"PUFFERS",0,"PUFFERS","Reef"
2008,"RACOON BUTTERFLYFISH",882,"BUTTERFLYFISHES","Reef"
2009,"RACOON BUTTERFLYFISH",1962,"BUTTERFLYFISHES","Reef"
2017,"RACOON BUTTERFLYFISH",0,"BUTTERFLYFISHES","Reef"
2020,"RACOON BUTTERFLYFISH",0,"BUTTERFLYFISHES","Reef"
2003,"RAINBOW RUNNER",4071,"JACKS","Reef"
2004,"RAINBOW RUNNER",6612,"JACKS","Reef"
2005,"RAINBOW RUNNER",12463,"JACKS","Reef"
2006,"RAINBOW RUNNER",630,"JACKS","Reef"
2007,"RAINBOW RUNNER",2213,"JACKS","Reef"
2009,"RAINBOW RUNNER",1581,"JACKS","Reef"
2012,"RAINBOW RUNNER",2762,"JACKS","Reef"
2013,"RAINBOW RUNNER",2348,"JACKS","Reef"
2014,"RAINBOW RUNNER",521,"JACKS","Reef"
2015,"RAINBOW RUNNER",1270,"JACKS","Reef"
2016,"RAINBOW RUNNER",2439,"JACKS","Reef"
2017,"RAINBOW RUNNER",3518,"JACKS","Reef"
2018,"RAINBOW RUNNER",6928,"JACKS","Reef"
2019,"RAINBOW RUNNER",12523,"JACKS","Reef"
2020,"RAINBOW RUNNER",11742,"JACKS","Reef"
2003,"RAZORFISH GENUS",111771,"RAZORFISHES","Reef"
2004,"RAZORFISH GENUS",106537,"RAZORFISHES","Reef"
2005,"RAZORFISH GENUS",65670,"RAZORFISHES","Reef"
2006,"RAZORFISH GENUS",33799,"RAZORFISHES","Reef"
2007,"RAZORFISH GENUS",10382,"RAZORFISHES","Reef"
2008,"RAZORFISH GENUS",785,"RAZORFISHES","Reef"
2010,"RAZORFISH GENUS",2703,"RAZORFISHES","Reef"
2011,"RAZORFISH GENUS",407,"RAZORFISHES","Reef"
2013,"RAZORFISH GENUS",1312,"RAZORFISHES","Reef"
2018,"RAZORFISH GENUS",16927,"RAZORFISHES","Reef"
2019,"RAZORFISH GENUS",39428,"RAZORFISHES","Reef"
2020,"RAZORFISH GENUS",11847,"RAZORFISHES","Reef"
2003,"REDLIP PARROTFISH",2426,"PARROTFISHES","Reef"
2005,"REDLIP PARROTFISH",526,"PARROTFISHES","Reef"
2006,"REDLIP PARROTFISH",3626,"PARROTFISHES","Reef"
2007,"REDLIP PARROTFISH",254,"PARROTFISHES","Reef"
2008,"REDLIP PARROTFISH",5240,"PARROTFISHES","Reef"
2009,"REDLIP PARROTFISH",2194,"PARROTFISHES","Reef"
2010,"REDLIP PARROTFISH",802,"PARROTFISHES","Reef"
2011,"REDLIP PARROTFISH",1604,"PARROTFISHES","Reef"
2012,"REDLIP PARROTFISH",660,"PARROTFISHES","Reef"
2013,"REDLIP PARROTFISH",4310,"PARROTFISHES","Reef"
2014,"REDLIP PARROTFISH",3712,"PARROTFISHES","Reef"
2015,"REDLIP PARROTFISH",8259,"PARROTFISHES","Reef"
2016,"REDLIP PARROTFISH",5993,"PARROTFISHES","Reef"
2017,"REDLIP PARROTFISH",3125,"PARROTFISHES","Reef"
2018,"REDLIP PARROTFISH",7576,"PARROTFISHES","Reef"
2019,"REDLIP PARROTFISH",27215,"PARROTFISHES","Reef"
2020,"REDLIP PARROTFISH",10947,"PARROTFISHES","Reef"
2005,"REEF TRIGGERFISH",1977,"TRIGGERFISHES","Reef"
2006,"REEF TRIGGERFISH",1144,"TRIGGERFISHES","Reef"
2008,"REEF TRIGGERFISH",3650,"TRIGGERFISHES","Reef"
2009,"REEF TRIGGERFISH",0,"TRIGGERFISHES","Reef"
2012,"REEF TRIGGERFISH",0,"TRIGGERFISHES","Reef"
2013,"REEF TRIGGERFISH",0,"TRIGGERFISHES","Reef"
2014,"REEF TRIGGERFISH",770,"TRIGGERFISHES","Reef"
2015,"REEF TRIGGERFISH",1312,"TRIGGERFISHES","Reef"
2016,"REEF TRIGGERFISH",0,"TRIGGERFISHES","Reef"
2017,"REEF TRIGGERFISH",0,"TRIGGERFISHES","Reef"
2018,"REEF TRIGGERFISH",0,"TRIGGERFISHES","Reef"
2019,"REEF TRIGGERFISH",2615,"TRIGGERFISHES","Reef"
2020,"REEF TRIGGERFISH",0,"TRIGGERFISHES","Reef"
2003,"REGAL PARROTFISH",8499,"PARROTFISHES","Reef"
2006,"REGAL PARROTFISH",2802,"PARROTFISHES","Reef"
2010,"REGAL PARROTFISH",399,"PARROTFISHES","Reef"
2013,"REGAL PARROTFISH",96,"PARROTFISHES","Reef"
2015,"REGAL PARROTFISH",136,"PARROTFISHES","Reef"
2003,"REQUIEM SHARK FAMILY",0,"SHARKS","Reef"
2006,"REQUIEM SHARK FAMILY",0,"SHARKS","Reef"
2012,"REQUIEM SHARK FAMILY",0,"SHARKS","Reef"
2013,"REQUIEM SHARK FAMILY",0,"SHARKS","Reef"
2014,"REQUIEM SHARK FAMILY",0,"SHARKS","Reef"
2016,"REQUIEM SHARK FAMILY",0,"SHARKS","Reef"
2017,"REQUIEM SHARK FAMILY",0,"SHARKS","Reef"
2019,"REQUIEM SHARK FAMILY",0,"SHARKS","Reef"
2020,"REQUIEM SHARK FAMILY",0,"SHARKS","Reef"
2005,"RINGTAIL SURGEONFISH",18253,"SURGEONFISHES","Reef"
2006,"RINGTAIL SURGEONFISH",393,"SURGEONFISHES","Reef"
2007,"RINGTAIL SURGEONFISH",1909,"SURGEONFISHES","Reef"
2011,"RINGTAIL SURGEONFISH",1221,"SURGEONFISHES","Reef"
2012,"RINGTAIL SURGEONFISH",1142,"SURGEONFISHES","Reef"
2013,"RINGTAIL SURGEONFISH",271,"SURGEONFISHES","Reef"
2014,"RINGTAIL SURGEONFISH",10747,"SURGEONFISHES","Reef"
2015,"RINGTAIL SURGEONFISH",1394,"SURGEONFISHES","Reef"
2016,"RINGTAIL SURGEONFISH",1077,"SURGEONFISHES","Reef"
2017,"RINGTAIL SURGEONFISH",986,"SURGEONFISHES","Reef"
2018,"RINGTAIL SURGEONFISH",2351,"SURGEONFISHES","Reef"
2019,"RINGTAIL SURGEONFISH",4253,"SURGEONFISHES","Reef"
2020,"RINGTAIL SURGEONFISH",18770,"SURGEONFISHES","Reef"
2005,"RINGTAIL WRASSE",1547,"WRASSES","Reef"
2007,"RINGTAIL WRASSE",311,"WRASSES","Reef"
2008,"RINGTAIL WRASSE",927,"WRASSES","Reef"
2009,"RINGTAIL WRASSE",1257,"WRASSES","Reef"
2010,"RINGTAIL WRASSE",1042,"WRASSES","Reef"
2011,"RINGTAIL WRASSE",1122,"WRASSES","Reef"
2012,"RINGTAIL WRASSE",330,"WRASSES","Reef"
2013,"RINGTAIL WRASSE",440,"WRASSES","Reef"
2014,"RINGTAIL WRASSE",746,"WRASSES","Reef"
2015,"RINGTAIL WRASSE",240,"WRASSES","Reef"
2016,"RINGTAIL WRASSE",710,"WRASSES","Reef"
2017,"RINGTAIL WRASSE",577,"WRASSES","Reef"
2018,"RINGTAIL WRASSE",6619,"WRASSES","Reef"
2019,"RINGTAIL WRASSE",1511,"WRASSES","Reef"
2020,"RINGTAIL WRASSE",0,"WRASSES","Reef"
2004,"ROCK DAMSELFISH",3176,"DAMSELFISHES","Reef"
2005,"ROCK DAMSELFISH",2072,"DAMSELFISHES","Reef"
2009,"ROCK DAMSELFISH",7452,"DAMSELFISHES","Reef"
2010,"ROCK DAMSELFISH",13789,"DAMSELFISHES","Reef"
2011,"ROCK DAMSELFISH",1344,"DAMSELFISHES","Reef"
2012,"ROCK DAMSELFISH",5632,"DAMSELFISHES","Reef"
2013,"ROCK DAMSELFISH",3237,"DAMSELFISHES","Reef"
2016,"ROCK DAMSELFISH",0,"DAMSELFISHES","Reef"
2008,"ROUGHSCALE SOLDIERFISH",9374,"SOLDIERFISHES","Reef"
2009,"ROUGHSCALE SOLDIERFISH",5109,"SOLDIERFISHES","Reef"
2012,"ROUGHSCALE SOLDIERFISH",179,"SOLDIERFISHES","Reef"
2016,"ROUGHSCALE SOLDIERFISH",2035,"SOLDIERFISHES","Reef"
2004,"RUBY SNAPPER",12552,"SNAPPERS","Deep"
2005,"RUBY SNAPPER",9543,"SNAPPERS","Deep"
2006,"RUBY SNAPPER",13196,"SNAPPERS","Deep"
2007,"RUBY SNAPPER",7701,"SNAPPERS","Deep"
2008,"RUBY SNAPPER",12150,"SNAPPERS","Deep"
2009,"RUBY SNAPPER",13575,"SNAPPERS","Deep"
2010,"RUBY SNAPPER",49693,"SNAPPERS","Deep"
2011,"RUBY SNAPPER",7021,"SNAPPERS","Deep"
2012,"RUBY SNAPPER",22016,"SNAPPERS","Deep"
2013,"RUBY SNAPPER",30148,"SNAPPERS","Deep"
2014,"RUBY SNAPPER",32939,"SNAPPERS","Deep"
2015,"RUBY SNAPPER",9178,"SNAPPERS","Deep"
2016,"RUBY SNAPPER",8829,"SNAPPERS","Deep"
2017,"RUBY SNAPPER",3869,"SNAPPERS","Deep"
2018,"RUBY SNAPPER",10921,"SNAPPERS","Deep"
2019,"RUBY SNAPPER",30043,"SNAPPERS","Deep"
2020,"RUBY SNAPPER",12902,"SNAPPERS","Deep"
2004,"SABER SQUIRRELFISH",411,"SQUIRRELFISHES","Reef"
2005,"SABER SQUIRRELFISH",580,"SQUIRRELFISHES","Reef"
2011,"SABER SQUIRRELFISH",522,"SQUIRRELFISHES","Reef"
2012,"SABER SQUIRRELFISH",2582,"SQUIRRELFISHES","Reef"
2013,"SABER SQUIRRELFISH",1422,"SQUIRRELFISHES","Reef"
2014,"SABER SQUIRRELFISH",1290,"SQUIRRELFISHES","Reef"
2018,"SABER SQUIRRELFISH",2351,"SQUIRRELFISHES","Reef"
2020,"SABER SQUIRRELFISH",1193,"SQUIRRELFISHES","Reef"
2003,"SADDLE WRASSE",9101,"WRASSES","Reef"
2004,"SADDLE WRASSE",24174,"WRASSES","Reef"
2005,"SADDLE WRASSE",41739,"WRASSES","Reef"
2006,"SADDLE WRASSE",27559,"WRASSES","Reef"
2007,"SADDLE WRASSE",4765,"WRASSES","Reef"
2008,"SADDLE WRASSE",7113,"WRASSES","Reef"
2009,"SADDLE WRASSE",18948,"WRASSES","Reef"
2010,"SADDLE WRASSE",1178,"WRASSES","Reef"
2012,"SADDLE WRASSE",13027,"WRASSES","Reef"
2013,"SADDLE WRASSE",9031,"WRASSES","Reef"
2014,"SADDLE WRASSE",4004,"WRASSES","Reef"
2015,"SADDLE WRASSE",6753,"WRASSES","Reef"
2016,"SADDLE WRASSE",6307,"WRASSES","Reef"
2017,"SADDLE WRASSE",10215,"WRASSES","Reef"
2018,"SADDLE WRASSE",39861,"WRASSES","Reef"
2019,"SADDLE WRASSE",17373,"WRASSES","Reef"
2020,"SADDLE WRASSE",5503,"WRASSES","Reef"
2016,"SAILFIN TANG",1628,"TANGS","Reef"
2009,"SAILFISH",174,"SAILFISH","Pelagic"
2003,"SANDBAR SHARK",0,"SHARKS","Reef"
2011,"SANDBAR SHARK",0,"SHARKS","Reef"
2019,"SANDBAR SHARK",0,"SHARKS","Reef"
2020,"SANDBAR SHARK",0,"SHARKS","Reef"
2018,"SCALLOPED HAMMERHEAD SHARK",4373,"SHARKS","Reef"
2019,"SCALLOPED HAMMERHEAD SHARK",2427,"SHARKS","Reef"
2020,"SCALLOPED HAMMERHEAD SHARK",1193,"SHARKS","Reef"
2003,"SCALLOPED HAMMERHEAD SHARK",2610,"SHARKS","Reef"
2004,"SCALLOPED HAMMERHEAD SHARK",0,"SHARKS","Reef"
2006,"SCALLOPED HAMMERHEAD SHARK",0,"SHARKS","Reef"
2009,"SCALLOPED HAMMERHEAD SHARK",0,"SHARKS","Reef"
2011,"SCALLOPED HAMMERHEAD SHARK",0,"SHARKS","Reef"
2012,"SCALLOPED HAMMERHEAD SHARK",979,"SHARKS","Reef"
2013,"SCALLOPED HAMMERHEAD SHARK",0,"SHARKS","Reef"
2014,"SCALLOPED HAMMERHEAD SHARK",0,"SHARKS","Reef"
2015,"SCALLOPED HAMMERHEAD SHARK",1882,"SHARKS","Reef"
2016,"SCALLOPED HAMMERHEAD SHARK",1008,"SHARKS","Reef"
2005,"SCORPIONFISH FAMILY",975,"SCORPIONFISHES","Reef"
2006,"SCORPIONFISH FAMILY",0,"SCORPIONFISHES","Reef"
2008,"SCORPIONFISH FAMILY",927,"SCORPIONFISHES","Reef"
2009,"SCORPIONFISH FAMILY",0,"SCORPIONFISHES","Reef"
2012,"SCORPIONFISH FAMILY",638,"SCORPIONFISHES","Reef"
2013,"SCORPIONFISH FAMILY",2168,"SCORPIONFISHES","Reef"
2014,"SCORPIONFISH FAMILY",1342,"SCORPIONFISHES","Reef"
2015,"SCORPIONFISH FAMILY",266,"SCORPIONFISHES","Reef"
2016,"SCORPIONFISH FAMILY",285,"SCORPIONFISHES","Reef"
2005,"SCRAWLED FILEFISH",9071,"FILEFISHES","Reef"
2012,"SCRAWLED FILEFISH",2029,"FILEFISHES","Reef"
2014,"SCRAWLED FILEFISH",2897,"FILEFISHES","Reef"
2017,"SCRAWLED FILEFISH",0,"FILEFISHES","Reef"
2018,"SCRAWLED FILEFISH",641,"FILEFISHES","Reef"
2019,"SCRAWLED FILEFISH",2527,"FILEFISHES","Reef"
2020,"SCRAWLED FILEFISH",0,"FILEFISHES","Reef"
2003,"SEA CHUB FAMILY",28644,"CHUBS","Reef"
2004,"SEA CHUB FAMILY",3176,"CHUBS","Reef"
2005,"SEA CHUB FAMILY",0,"CHUBS","Reef"
2007,"SEA CHUB FAMILY",7638,"CHUBS","Reef"
2010,"SEA CHUB FAMILY",10547,"CHUBS","Reef"
2012,"SEA CHUB FAMILY",3868,"CHUBS","Reef"
2013,"SEA CHUB FAMILY",14209,"CHUBS","Reef"
2014,"SEA CHUB FAMILY",6451,"CHUBS","Reef"
2015,"SEA CHUB FAMILY",1611,"CHUBS","Reef"
2016,"SEA CHUB FAMILY",2446,"CHUBS","Reef"
2017,"SEA CHUBS",2115,"CHUBS","Reef"
2018,"SEA CHUBS",0,"CHUBS","Reef"
2019,"SEA CHUBS",2343,"CHUBS","Reef"
2020,"SEA CHUBS",1747,"CHUBS","Reef"
2003,"SHARPNOSE MULLET",2234,"MULLETS","Fishpond"
2005,"SHARPNOSE MULLET",5628,"MULLETS","Fishpond"
2006,"SHARPNOSE MULLET",1031,"MULLETS","Fishpond"
2009,"SHARPNOSE MULLET",24438,"MULLETS","Fishpond"
2010,"SHARPNOSE MULLET",23368,"MULLETS","Fishpond"
2011,"SHARPNOSE MULLET",13274,"MULLETS","Fishpond"
2012,"SHARPNOSE MULLET",9450,"MULLETS","Fishpond"
2013,"SHARPNOSE MULLET",36843,"MULLETS","Fishpond"
2014,"SHARPNOSE MULLET",46698,"MULLETS","Fishpond"
2015,"SHARPNOSE MULLET",40334,"MULLETS","Fishpond"
2016,"SHARPNOSE MULLET",24055,"MULLETS","Fishpond"
2017,"SHARPNOSE MULLET",20356,"MULLETS","Fishpond"
2018,"SHARPNOSE MULLET",162354,"MULLETS","Fishpond"
2019,"SHARPNOSE MULLET",120400,"MULLETS","Fishpond"
2020,"SHARPNOSE MULLET",131949,"MULLETS","Fishpond"
2003,"SHORTBILL SPEARFISH",2542,"SHORTBILL SPEARFISH","Pelagic"
2004,"SHORTBILL SPEARFISH",1756,"SHORTBILL SPEARFISH","Pelagic"
2005,"SHORTBILL SPEARFISH",1883,"SHORTBILL SPEARFISH","Pelagic"
2006,"SHORTBILL SPEARFISH",1801,"SHORTBILL SPEARFISH","Pelagic"
2007,"SHORTBILL SPEARFISH",1076,"SHORTBILL SPEARFISH","Pelagic"
2008,"SHORTBILL SPEARFISH",4357,"SHORTBILL SPEARFISH","Pelagic"
2009,"SHORTBILL SPEARFISH",174,"SHORTBILL SPEARFISH","Pelagic"
2010,"SHORTBILL SPEARFISH",731,"SHORTBILL SPEARFISH","Pelagic"
2011,"SHORTBILL SPEARFISH",841,"SHORTBILL SPEARFISH","Pelagic"
2012,"SHORTBILL SPEARFISH",744,"SHORTBILL SPEARFISH","Pelagic"
2013,"SHORTBILL SPEARFISH",670,"SHORTBILL SPEARFISH","Pelagic"
2014,"SHORTBILL SPEARFISH",3499,"SHORTBILL SPEARFISH","Pelagic"
2015,"SHORTBILL SPEARFISH",1816,"SHORTBILL SPEARFISH","Pelagic"
2016,"SHORTBILL SPEARFISH",2863,"SHORTBILL SPEARFISH","Pelagic"
2017,"SHORTBILL SPEARFISH",1634,"SHORTBILL SPEARFISH","Pelagic"
2018,"SHORTBILL SPEARFISH",5582,"SHORTBILL SPEARFISH","Pelagic"
2019,"SHORTBILL SPEARFISH",2850,"SHORTBILL SPEARFISH","Pelagic"
2020,"SHORTBILL SPEARFISH",3103,"SHORTBILL SPEARFISH","Pelagic"
2005,"SIDESPOT GOATFISH",6202,"GOATFISHES","Reef"
2006,"SIDESPOT GOATFISH",2339,"GOATFISHES","Reef"
2009,"SIDESPOT GOATFISH",1287,"GOATFISHES","Reef"
2012,"SIDESPOT GOATFISH",963,"GOATFISHES","Reef"
2014,"SIDESPOT GOATFISH",277,"GOATFISHES","Reef"
2016,"SIDESPOT GOATFISH",1150,"GOATFISHES","Reef"
2018,"SIDESPOT GOATFISH",0,"GOATFISHES","Reef"
2003,"SIX-FINGERED THREADFIN",26100,"SIX-FINGERED THREADFIN","Fishpond"
2004,"SIX-FINGERED THREADFIN",18937,"SIX-FINGERED THREADFIN","Fishpond"
2005,"SIX-FINGERED THREADFIN",4919,"SIX-FINGERED THREADFIN","Fishpond"
2006,"SIX-FINGERED THREADFIN",6849,"SIX-FINGERED THREADFIN","Fishpond"
2007,"SIX-FINGERED THREADFIN",7981,"SIX-FINGERED THREADFIN","Fishpond"
2008,"SIX-FINGERED THREADFIN",4594,"SIX-FINGERED THREADFIN","Fishpond"
2010,"SIX-FINGERED THREADFIN",12296,"SIX-FINGERED THREADFIN","Fishpond"
2011,"SIX-FINGERED THREADFIN",2041,"SIX-FINGERED THREADFIN","Fishpond"
2012,"SIX-FINGERED THREADFIN",3822,"SIX-FINGERED THREADFIN","Fishpond"
2013,"SIX-FINGERED THREADFIN",3237,"SIX-FINGERED THREADFIN","Fishpond"
2014,"SIX-FINGERED THREADFIN",1146,"SIX-FINGERED THREADFIN","Fishpond"
2015,"SIX-FINGERED THREADFIN",5711,"SIX-FINGERED THREADFIN","Fishpond"
2016,"SIX-FINGERED THREADFIN",1181,"SIX-FINGERED THREADFIN","Fishpond"
2017,"SIX-FINGERED THREADFIN",0,"SIX-FINGERED THREADFIN","Fishpond"
2018,"SIX-FINGERED THREADFIN",0,"SIX-FINGERED THREADFIN","Fishpond"
2019,"SIX-FINGERED THREADFIN",5230,"SIX-FINGERED THREADFIN","Fishpond"
2020,"SIX-FINGERED THREADFIN",20546,"SIX-FINGERED THREADFIN","Fishpond"
2003,"SKIPJACK TUNA",439671,"TUNA","Pelagic"
2004,"SKIPJACK TUNA",419792,"TUNA","Pelagic"
2005,"SKIPJACK TUNA",301544,"TUNA","Pelagic"
2006,"SKIPJACK TUNA",201263,"TUNA","Pelagic"
2007,"SKIPJACK TUNA",227839,"TUNA","Pelagic"
2008,"SKIPJACK TUNA",567965,"TUNA","Pelagic"
2009,"SKIPJACK TUNA",230246,"TUNA","Pelagic"
2010,"SKIPJACK TUNA",288556,"TUNA","Pelagic"
2011,"SKIPJACK TUNA",125403,"TUNA","Pelagic"
2012,"SKIPJACK TUNA",197115,"TUNA","Pelagic"
2013,"SKIPJACK TUNA",380206,"TUNA","Pelagic"
2014,"SKIPJACK TUNA",199118,"TUNA","Pelagic"
2015,"SKIPJACK TUNA",268135,"TUNA","Pelagic"
2016,"SKIPJACK TUNA",88093,"TUNA","Pelagic"
2017,"SKIPJACK TUNA",113449,"TUNA","Pelagic"
2018,"SKIPJACK TUNA",213056,"TUNA","Pelagic"
2019,"SKIPJACK TUNA",270270,"TUNA","Pelagic"
2020,"SKIPJACK TUNA",239512,"TUNA","Pelagic"
2005,"SLEEK UNICORNFISH",954,"UNICORNFISHES","Reef"
2008,"SLEEK UNICORNFISH",761,"UNICORNFISHES","Reef"
2009,"SLEEK UNICORNFISH",1844,"UNICORNFISHES","Reef"
2012,"SLEEK UNICORNFISH",1306,"UNICORNFISHES","Reef"
2013,"SLEEK UNICORNFISH",152,"UNICORNFISHES","Reef"
2014,"SLEEK UNICORNFISH",1228,"UNICORNFISHES","Reef"
2016,"SLEEK UNICORNFISH",1445,"UNICORNFISHES","Reef"
2017,"SLEEK UNICORNFISH",729,"UNICORNFISHES","Reef"
2019,"SLEEK UNICORNFISH",6437,"UNICORNFISHES","Reef"
2009,"SLENDER LIZARDFISH",0,"LIZARDFISHES","Reef"
2014,"SLENDER LIZARDFISH",589,"LIZARDFISHES","Reef"
2015,"SLENDER LIZARDFISH",585,"LIZARDFISHES","Reef"
2019,"SLENDER LIZARDFISH",0,"LIZARDFISHES","Reef"
2003,"SMALLMOUTH BONEFISH",24897,"BONEFISH","Coastal"
2004,"SMALLMOUTH BONEFISH",60884,"BONEFISH","Coastal"
2005,"SMALLMOUTH BONEFISH",24738,"BONEFISH","Coastal"
2006,"SMALLMOUTH BONEFISH",63474,"BONEFISH","Coastal"
2007,"SMALLMOUTH BONEFISH",19542,"BONEFISH","Coastal"
2008,"SMALLMOUTH BONEFISH",49645,"BONEFISH","Coastal"
2009,"SMALLMOUTH BONEFISH",36515,"BONEFISH","Coastal"
2010,"SMALLMOUTH BONEFISH",54749,"BONEFISH","Coastal"
